PRSN,ADDRESS,Dataset Origin
195646,14 TRANBY AVE ,Both Datasets
195647,16 TRANBY AVE ,Both Datasets
195648,18 TRANBY AVE ,Both Datasets
195649,20 TRANBY AVE ,Both Datasets
195650,26 TRANBY AVE ,Both Datasets
195651,28 TRANBY AVE ,Both Datasets
195652,30 TRANBY AVE ,Both Datasets
195653,32 TRANBY AVE ,Both Datasets
195654,34 TRANBY AVE ,Both Datasets
195655,36 TRANBY AVE ,Both Datasets
195656,40 TRANBY AVE ,Both Datasets
195657,42 TRANBY AVE ,Both Datasets
195659,46 TRANBY AVE ,Both Datasets
195660,50 TRANBY AVE ,Both Datasets
195662,54 TRANBY AVE ,Both Datasets
195663,56 TRANBY AVE ,Both Datasets
195664,58 TRANBY AVE ,Both Datasets
195665,60 TRANBY AVE ,Both Datasets
195666,62 TRANBY AVE ,Both Datasets
195667,64 TRANBY AVE ,Both Datasets
195668,66 TRANBY AVE ,Both Datasets
195669,68 TRANBY AVE ,Both Datasets
195670,70 TRANBY AVE ,Both Datasets
195671,52 BERNARD AVE ,Both Datasets
195672,133 BEDFORD RD ,Both Datasets
195673,135 BEDFORD RD ,Both Datasets
195674,137 BEDFORD RD ,Both Datasets
195675,139 BEDFORD RD ,Both Datasets
195676,141 BEDFORD RD ,Both Datasets
195677,143 BEDFORD RD ,Both Datasets
196177,118 SCOLLARD ST ,Both Datasets
196178,120 SCOLLARD ST ,Both Datasets
196181,13 HAZELTON AVE ,Both Datasets
196182,15 HAZELTON AVE ,Both Datasets
196183,17 HAZELTON AVE ,Both Datasets
196184,19 HAZELTON AVE ,Both Datasets
196196,95 SCOLLARD ST ,IBMS Data
194566,186 ST GEORGE ST ,Both Datasets
194567,182 ST GEORGE ST ,Both Datasets
194568,180 ST GEORGE ST ,Both Datasets
195129,228 ST GEORGE ST ,Both Datasets
195678,145 BEDFORD RD ,Both Datasets
195687,142 AVENUE RD ,Both Datasets
195688,140 AVENUE RD ,Both Datasets
195689,138 AVENUE RD ,Both Datasets
195690,136 AVENUE RD ,Both Datasets
195691,134 AVENUE RD ,Both Datasets
195692,132 AVENUE RD ,Both Datasets
195693,128 AVENUE RD ,Both Datasets
195694,126 AVENUE RD ,Both Datasets
195695,6 BERNARD AVE ,Both Datasets
195696,10 BERNARD AVE ,Both Datasets
195697,14 BERNARD AVE ,Both Datasets
195698,16 BERNARD AVE ,Both Datasets
195700,18 BERNARD AVE ,Both Datasets
195701,20 BERNARD AVE ,Both Datasets
195703,22 BERNARD AVE ,Both Datasets
195704,24 BERNARD AVE ,Both Datasets
195705,26 BERNARD AVE ,Both Datasets
195707,28 BERNARD AVE ,Both Datasets
195709,32 BERNARD AVE ,Both Datasets
195710,34 BERNARD AVE ,Both Datasets
195711,36 BERNARD AVE ,Both Datasets
195712,38 BERNARD AVE ,Both Datasets
195713,40 BERNARD AVE ,Both Datasets
195714,42 BERNARD AVE ,Both Datasets
195716,48 BERNARD AVE ,Both Datasets
195717,50 BERNARD AVE ,Both Datasets
196233,22 YORKVILLE AVE ,Both Datasets
196237,1315 BAY ST ,Both Datasets
195156,226 ST GEORGE ST ,Both Datasets
195201,204 ST GEORGE ST ,Both Datasets
195203,196 ST GEORGE ST ,Both Datasets
195204,80 LOWTHER AVE ,Both Datasets
195205,82 LOWTHER AVE ,Both Datasets
195206,84 LOWTHER AVE ,Both Datasets
195208,157 ST GEORGE ST ,Both Datasets
195210,163 ST GEORGE ST ,Both Datasets
195211,165 ST GEORGE ST ,Both Datasets
195845,124 HAZELTON AVE ,Both Datasets
196380,54 SCOLLARD ST ,Both Datasets
196381,54 A SCOLLARD ST ,Both Datasets
196382,56 SCOLLARD ST ,Both Datasets
196383,58 SCOLLARD ST ,Both Datasets
195273,251 ST GEORGE ST ,Both Datasets
195274,77 BERNARD AVE ,Both Datasets
195275,75 BERNARD AVE ,Both Datasets
195278,69 BERNARD AVE ,Both Datasets
195287,58 ADMIRAL RD ,Both Datasets
195309,16 ADMIRAL RD ,Both Datasets
195846,122 HAZELTON AVE ,Both Datasets
195847,120 HAZELTON AVE ,Both Datasets
195849,116 B HAZELTON AVE ,Both Datasets
195850,116 HAZELTON AVE ,Both Datasets
195851,114 B HAZELTON AVE ,Both Datasets
195853,114 HAZELTON AVE ,Both Datasets
195854,112 HAZELTON AVE ,Both Datasets
195855,110 HAZELTON AVE ,Both Datasets
195856,108 HAZELTON AVE ,Both Datasets
195857,106 HAZELTON AVE ,Both Datasets
195858,104 HAZELTON AVE ,Both Datasets
195859,8 WEBSTER AVE ,Both Datasets
195860,10 WEBSTER AVE ,Both Datasets
195861,12 WEBSTER AVE ,Both Datasets
195862,14 WEBSTER AVE ,Both Datasets
195863,16 WEBSTER AVE ,Both Datasets
195864,18 WEBSTER AVE ,Both Datasets
195865,20 WEBSTER AVE ,Both Datasets
195866,22 WEBSTER AVE ,Both Datasets
195867,24 WEBSTER AVE ,Both Datasets
195310,14 ADMIRAL RD ,Both Datasets
195311,12 ADMIRAL RD ,Both Datasets
195316,74 LOWTHER AVE ,Both Datasets
195317,76 LOWTHER AVE ,Both Datasets
195326,9 ADMIRAL RD ,Both Datasets
195327,11 ADMIRAL RD ,Both Datasets
195328,13 ADMIRAL RD ,Both Datasets
195329,15 ADMIRAL RD ,Both Datasets
195330,17 ADMIRAL RD ,Both Datasets
195331,19 ADMIRAL RD ,Both Datasets
195345,57 ADMIRAL RD ,Both Datasets
197601,101 ADMIRAL RD ,Both Datasets
198205,1140 YONGE ST ,Both Datasets
198228,48 MACPHERSON AVE ,Both Datasets
198229,50 MACPHERSON AVE ,Both Datasets
198230,52 MACPHERSON AVE ,Both Datasets
198234,60 MACPHERSON AVE ,Both Datasets
198235,62 MACPHERSON AVE ,Both Datasets
198236,64 MACPHERSON AVE ,Both Datasets
198237,66 MACPHERSON AVE ,Both Datasets
198238,68 MACPHERSON AVE ,Both Datasets
197642,154 BEDFORD RD ,Both Datasets
197643,152 BEDFORD RD ,Both Datasets
197644,150 BEDFORD RD ,Both Datasets
197645,148 BEDFORD RD ,Both Datasets
197647,54 BERNARD AVE ,Both Datasets
197651,62 BERNARD AVE ,Both Datasets
197652,62 A BERNARD AVE ,Both Datasets
198239,70 MACPHERSON AVE ,Both Datasets
198255,108 MACPHERSON AVE ,Both Datasets
198256,110 MACPHERSON AVE ,Both Datasets
198268,142 MACPHERSON AVE ,Both Datasets
198269,144 MACPHERSON AVE ,Both Datasets
198270,146 MACPHERSON AVE ,Both Datasets
198271,148 MACPHERSON AVE ,Both Datasets
198272,150 MACPHERSON AVE ,Both Datasets
198273,152 MACPHERSON AVE ,Both Datasets
198274,154 MACPHERSON AVE ,Both Datasets
198275,156 MACPHERSON AVE ,Both Datasets
197678,82 ADMIRAL RD ,Both Datasets
197687,601 HURON ST ,Both Datasets
197706,661 HURON ST ,Both Datasets
197707,665 HURON ST ,Both Datasets
198276,158 MACPHERSON AVE ,Both Datasets
198277,160 MACPHERSON AVE ,Both Datasets
198278,162 MACPHERSON AVE ,Both Datasets
198279,164 MACPHERSON AVE ,Both Datasets
198280,166 MACPHERSON AVE ,Both Datasets
198281,168 MACPHERSON AVE ,Both Datasets
198282,170 MACPHERSON AVE ,Both Datasets
198283,172 MACPHERSON AVE ,Both Datasets
198284,174 MACPHERSON AVE ,Both Datasets
198285,176 MACPHERSON AVE ,Both Datasets
198286,178 MACPHERSON AVE ,Both Datasets
198287,180 MACPHERSON AVE ,Both Datasets
198309,1170 YONGE ST ,Both Datasets
198310,1166 YONGE ST ,Both Datasets
198311,1162 YONGE ST ,Both Datasets
198312,1160 YONGE ST ,Both Datasets
198313,1158 YONGE ST ,Both Datasets
198314,1156 YONGE ST ,Both Datasets
197094,30 RODEN PL ,Both Datasets
197095,33 BELMONT ST ,Both Datasets
197096,31 BELMONT ST ,Both Datasets
197097,29 BELMONT ST ,Both Datasets
197098,27 BELMONT ST ,Both Datasets
197099,25 BELMONT ST ,Both Datasets
197100,23 BELMONT ST ,Both Datasets
197101,21 BELMONT ST ,Both Datasets
197113,4 BELMONT ST ,Both Datasets
197114,6 BELMONT ST ,Both Datasets
197115,8 BELMONT ST ,Both Datasets
197116,10 BELMONT ST ,Both Datasets
197117,12 BELMONT ST ,Both Datasets
197118,14 BELMONT ST ,Both Datasets
197119,16 BELMONT ST ,Both Datasets
197120,18 BELMONT ST ,Both Datasets
197121,20 BELMONT ST ,Both Datasets
197122,22 BELMONT ST ,Both Datasets
197123,24 BELMONT ST ,Both Datasets
197124,26 BELMONT ST ,Both Datasets
197125,28 BELMONT ST ,Both Datasets
197735,264 ST GEORGE ST ,Both Datasets
197736,262 ST GEORGE ST ,Both Datasets
197737,260 ST GEORGE ST ,Both Datasets
197738,100 BERNARD AVE ,Both Datasets
197743,114 BERNARD AVE ,Both Datasets
197744,143 MADISON AVE ,Both Datasets
197745,145 MADISON AVE ,Both Datasets
197746,147 MADISON AVE ,Both Datasets
197747,153 MADISON AVE ,Both Datasets
197748,155 MADISON AVE ,Both Datasets
197753,159 MADISON AVE ,Both Datasets
197754,161 MADISON AVE ,Both Datasets
198316,1150 YONGE ST ,Both Datasets
198317,1148 YONGE ST ,Both Datasets
197129,38 BELMONT ST ,Both Datasets
197130,40 BELMONT ST ,Both Datasets
197131,42 BELMONT ST ,Both Datasets
197132,44 BELMONT ST ,Both Datasets
197133,46 BELMONT ST ,Both Datasets
197134,48 BELMONT ST ,Both Datasets
197135,50 BELMONT ST ,Both Datasets
197136,52 BELMONT ST ,Both Datasets
197138,56 BELMONT ST ,Both Datasets
197139,58 BELMONT ST ,Both Datasets
197140,60 BELMONT ST ,Both Datasets
197141,62 BELMONT ST ,Both Datasets
197142,64 BELMONT ST ,Both Datasets
197143,66 BELMONT ST ,Both Datasets
197144,68 BELMONT ST ,Both Datasets
197145,70 BELMONT ST ,Both Datasets
197146,72 BELMONT ST ,Both Datasets
197147,74 BELMONT ST ,Both Datasets
197755,165 MADISON AVE ,Both Datasets
197756,167 MADISON AVE ,Both Datasets
197757,169 MADISON AVE ,Both Datasets
197758,171 MADISON AVE ,Both Datasets
197760,179 MADISON AVE ,Both Datasets
197761,181 MADISON AVE ,Both Datasets
197762,183 MADISON AVE ,Both Datasets
197763,187 MADISON AVE ,Both Datasets
197764,189 MADISON AVE ,Both Datasets
197765,191 MADISON AVE ,Both Datasets
197766,193 MADISON AVE ,Both Datasets
197767,195 MADISON AVE ,Both Datasets
197768,197 MADISON AVE ,Both Datasets
197769,199 MADISON AVE ,Both Datasets
197770,201 MADISON AVE ,Both Datasets
197771,203 MADISON AVE ,Both Datasets
197772,205 MADISON AVE ,Both Datasets
197773,207 MADISON AVE ,Both Datasets
197774,209 MADISON AVE ,Both Datasets
197775,215 MADISON AVE ,Both Datasets
197205,1050 YONGE ST ,Both Datasets
197807,614 HURON ST ,Both Datasets
197809,112 BERNARD AVE ,Both Datasets
197843,184 MADISON AVE ,Both Datasets
197844,182 MADISON AVE ,Both Datasets
197845,180 MADISON AVE ,Both Datasets
197846,178 MADISON AVE ,Both Datasets
197847,176 MADISON AVE ,Both Datasets
197848,174 MADISON AVE ,Both Datasets
197849,172 MADISON AVE ,Both Datasets
197850,170 MADISON AVE ,Both Datasets
197851,168 MADISON AVE ,Both Datasets
197852,166 MADISON AVE ,Both Datasets
197853,164 MADISON AVE ,Both Datasets
197854,162 MADISON AVE ,Both Datasets
197855,158 MADISON AVE ,Both Datasets
197856,152 MADISON AVE ,Both Datasets
197858,148 MADISON AVE ,Both Datasets
197859,146 MADISON AVE ,Both Datasets
197860,144 MADISON AVE ,Both Datasets
197861,140 MADISON AVE ,Both Datasets
197862,138 B MADISON AVE ,Both Datasets
197863,138 A MADISON AVE ,Both Datasets
197864,138 MADISON AVE ,Both Datasets
197865,120 MADISON AVE ,Both Datasets
197866,116 MADISON AVE ,Both Datasets
197867,114 MADISON AVE ,Both Datasets
197269,41 ROXBOROUGH ST W,Both Datasets
197270,39 ROXBOROUGH ST W,Both Datasets
197292,1058 YONGE ST ,Both Datasets
197297,10 A GIBSON AVE ,Both Datasets
197298,12 A GIBSON AVE ,Both Datasets
197299,14 A GIBSON AVE ,Both Datasets
197300,16 A GIBSON AVE ,Both Datasets
197301,18 A GIBSON AVE ,Both Datasets
197302,20 A GIBSON AVE ,Both Datasets
197303,22 A GIBSON AVE ,Both Datasets
197304,24 A GIBSON AVE ,Both Datasets
197344,177 AVENUE RD ,Both Datasets
197345,179 AVENUE RD ,Both Datasets
197346,181 AVENUE RD ,Both Datasets
197347,183 AVENUE RD ,Both Datasets
197957,243 AVENUE RD ,Both Datasets
198048,43 MACPHERSON AVE ,Both Datasets
198049,41 MACPHERSON AVE ,Both Datasets
198050,39 MACPHERSON AVE ,Both Datasets
198051,37 MACPHERSON AVE ,Both Datasets
198052,35 MACPHERSON AVE ,Both Datasets
198074,10 ROXBOROUGH ST W,Both Datasets
198075,12 ROXBOROUGH ST W,Both Datasets
198076,14 ROXBOROUGH ST W,Both Datasets
198077,16 ROXBOROUGH ST W,Both Datasets
198078,18 ROXBOROUGH ST W,Both Datasets
198079,20 ROXBOROUGH ST W,Both Datasets
198084,34 ROXBOROUGH ST W,Both Datasets
198087,40 ROXBOROUGH ST W,Both Datasets
198088,42 ROXBOROUGH ST W,Both Datasets
198089,44 ROXBOROUGH ST W,Both Datasets
198090,46 ROXBOROUGH ST W,Both Datasets
196879,906 YONGE ST ,Both Datasets
197504,240 AVENUE RD ,Both Datasets
196933,888 YONGE ST ,Both Datasets
200002,153 LYNDHURST AVE ,Both Datasets
200003,155 LYNDHURST AVE ,Both Datasets
200004,157 LYNDHURST AVE ,Both Datasets
200051,330 WALMER RD ,Both Datasets
200053,328 WALMER RD ,Both Datasets
199488,6 FRANK CRES ,Both Datasets
200099,7 AUSTIN TER ,Both Datasets
200119,5 AUSTIN TER ,Both Datasets
199559,53 TURNER RD ,Both Datasets
200163,1 AUSTIN TER ,Both Datasets
200779,611 ST CLAIR AVE W,Both Datasets
199664,17 TYRREL AVE ,Both Datasets
199665,42 WYCHWOOD PK ,Both Datasets
199666,40 WYCHWOOD PK ,Both Datasets
199667,38 WYCHWOOD PK ,Both Datasets
199668,36 WYCHWOOD PK ,Both Datasets
199669,34 WYCHWOOD PK ,Both Datasets
199670,32 WYCHWOOD PK ,Both Datasets
199671,30 WYCHWOOD PK ,Both Datasets
199672,28 WYCHWOOD PK ,Both Datasets
199673,26 WYCHWOOD PK ,Both Datasets
199674,24 WYCHWOOD PK ,Both Datasets
199675,22 WYCHWOOD PK ,Both Datasets
199676,6 C WYCHWOOD PK ,Both Datasets
199677,6 B WYCHWOOD PK ,Both Datasets
199678,6 A WYCHWOOD PK ,Both Datasets
199679,6 WYCHWOOD PK ,Both Datasets
199680,4 A WYCHWOOD PK ,Both Datasets
199681,4 WYCHWOOD PK ,Both Datasets
199682,2 WYCHWOOD PK ,Both Datasets
199712,10 WYCHWOOD PK ,Both Datasets
199713,8 WYCHWOOD PK ,Both Datasets
199715,14 WYCHWOOD PK ,Both Datasets
199716,18 WYCHWOOD PK ,Both Datasets
199717,20 WYCHWOOD PK ,Both Datasets
199718,3 WYCHWOOD PK ,Both Datasets
199719,5 WYCHWOOD PK ,Both Datasets
199720,7 WYCHWOOD PK ,Both Datasets
199721,9 WYCHWOOD PK ,Both Datasets
199722,15 WYCHWOOD PK ,Both Datasets
199724,19 WYCHWOOD PK ,Both Datasets
199726,88 WYCHWOOD PK ,Both Datasets
199727,90 WYCHWOOD PK ,Both Datasets
199728,94 WYCHWOOD PK ,Both Datasets
199729,98 WYCHWOOD PK ,Both Datasets
199730,100 WYCHWOOD PK ,Both Datasets
199731,106 WYCHWOOD PK ,Both Datasets
199733,110 WYCHWOOD PK ,Both Datasets
199734,56 WYCHWOOD PK ,Both Datasets
200300,338 SPADINA RD ,Both Datasets
200307,51 WELLS HILL AVE ,Both Datasets
199735,54 WYCHWOOD PK ,Both Datasets
199736,52 WYCHWOOD PK ,Both Datasets
199737,50 WYCHWOOD PK ,Both Datasets
199738,48 WYCHWOOD PK ,Both Datasets
199739,46 WYCHWOOD PK ,Both Datasets
199749,97 ALCINA AVE ,Both Datasets
199750,91 ALCINA AVE ,Both Datasets
199751,87 ALCINA AVE ,Both Datasets
199752,81 WYCHWOOD PK ,Both Datasets
199753,83 ALCINA AVE ,Both Datasets
199755,77 ALCINA AVE ,Both Datasets
199756,69 ALCINA AVE ,Both Datasets
199757,67 ALCINA AVE ,Both Datasets
199758,49 ALCINA AVE ,Both Datasets
199759,45 ALCINA AVE ,Both Datasets
199760,41 ALCINA AVE ,Both Datasets
200376,72 WELLS HILL AVE ,Both Datasets
199816,51 BURNSIDE DR ,Both Datasets
199826,750 DAVENPORT RD ,Both Datasets
199835,49 BURNSIDE DR ,Both Datasets
199837,78 WYCHWOOD PK ,Both Datasets
199838,80 WYCHWOOD PK ,Both Datasets
200977,76 WYCHWOOD AVE ,Both Datasets
199868,44 HILTON AVE ,Both Datasets
199913,22 WELLS HILL AVE ,IBMS Data
201110,259 RUSHTON RD ,Both Datasets
201781,156 WYCHWOOD AVE ,Both Datasets
201800,155 WYCHWOOD AVE ,Both Datasets
201817,540 ST CLAIR AVE W,Both Datasets
201830,354 ST CLAIR AVE W,Both Datasets
202502,64 WOODLAWN AVE W,Both Datasets
203232,1414 YONGE ST ,Both Datasets
202747,50 FARNHAM AVE ,Both Datasets
203245,20 BALMORAL AVE ,Both Datasets
203317,150 BALMORAL AVE ,Both Datasets
203349,54 FOXBAR RD ,Both Datasets
202270,425 AVENUE RD ,Both Datasets
202280,131 FARNHAM AVE ,Both Datasets
202294,105 WOODLAWN AVE W,Both Datasets
203705,285 SPADINA RD ,Both Datasets
203727,95 ARDWOLD GT ,Both Datasets
203835,398 AVENUE RD ,Both Datasets
203836,396 AVENUE RD ,Both Datasets
203837,394 AVENUE RD ,Both Datasets
203883,1 CLARENDON AVE ,Both Datasets
203894,6 CLARENDON CRES ,Both Datasets
203909,43 RUSSELL HILL RD ,Both Datasets
203912,51 RUSSELL HILL RD ,Both Datasets
203924,57 CLARENDON AVE ,Both Datasets
203926,49 CLARENDON AVE ,Both Datasets
203928,5 CLARENDON CRES ,Both Datasets
203929,3 CLARENDON CRES ,Both Datasets
203930,1 CLARENDON CRES ,Both Datasets
203966,34 WARREN RD ,Both Datasets
203970,6 WARREN RD ,Both Datasets
203972,72 CLARENDON AVE ,Both Datasets
203974,1 WARREN RD ,Both Datasets
203979,223 BALMORAL AVE ,Both Datasets
204008,217 POPLAR PLAINS RD ,Both Datasets
204012,177 BALMORAL AVE ,Both Datasets
204021,2 CLARENDON AVE ,Both Datasets
204028,18 CLARENDON AVE ,Both Datasets
207615,38 CENTRE ISLAND PK ,IBMS Data
207616,480 LAKESHORE AVE ,IBMS Data
206198,145 QUEENS QUAY  W,Both Datasets
207202,33 UNIVERSITY AVE ,Both Datasets
207210,60 YORK ST ,Both Datasets
207211,56 YORK ST ,Both Datasets
207212,123 FRONT ST W,Both Datasets
207218,145 WELLINGTON ST W,Both Datasets
207219,40 UNIVERSITY AVE ,Both Datasets
207220,142 FRONT ST W,Both Datasets
207221,144 FRONT ST W,IBMS Data
207222,146 FRONT ST W,Both Datasets
207223,156 FRONT ST W,Both Datasets
207228,75 SIMCOE ST ,Both Datasets
207316,71 SIMCOE ST ,Both Datasets
207324,77 KING ST W,Both Datasets
207325,55 KING ST W,Both Datasets
207326,222 BAY ST ,Both Datasets
207329,56 YONGE ST ,Both Datasets
207331,11 KING ST W,Both Datasets
206938,60 HARBOUR ST ,Both Datasets
206939,90 HARBOUR ST ,Both Datasets
206955,61 FRONT ST W,Both Datasets
206956,40 BAY ST ,Both Datasets
206962,171 BAY ST ,Both Datasets
206963,181 BAY ST ,Both Datasets
206964,30 YONGE ST ,Both Datasets
206966,20 FRONT ST W,Both Datasets
206967,161 BAY ST ,Both Datasets
206968,55 YORK ST ,Both Datasets
206969,107 WELLINGTON ST W,Both Datasets
206970,95 WELLINGTON ST W,Both Datasets
206972,79 WELLINGTON ST W,Both Datasets
206973,200 BAY ST ,Both Datasets
206975,100 FRONT ST W,Both Datasets
206977,1 UNIVERSITY AVE ,Both Datasets
209788,345 ADELAIDE ST W,Both Datasets
209789,331 ADELAIDE ST W,Both Datasets
209791,82 PETER ST ,Both Datasets
209792,388 KING ST W,Both Datasets
209798,355-359 ADELAIDE ST W,Both Datasets
209820,383 ADELAIDE ST W,Both Datasets
209821,379 ADELAIDE ST W,Both Datasets
209822,96 SPADINA AVE ,Both Datasets
209823,82 SPADINA AVE ,Both Datasets
209825,460 KING ST W,Both Datasets
209827,468 KING ST W,Both Datasets
209830,105 PORTLAND ST ,Both Datasets
209831,107 PORTLAND ST ,Both Datasets
209837,453 ADELAIDE ST W,Both Datasets
209838,451 ADELAIDE ST W,Both Datasets
209839,449 ADELAIDE ST W,Both Datasets
209840,447 ADELAIDE ST W,Both Datasets
209841,445 ADELAIDE ST W,Both Datasets
208707,28 DRAPER ST ,Both Datasets
208708,26 DRAPER ST ,Both Datasets
208709,24 DRAPER ST ,Both Datasets
208710,22 DRAPER ST ,Both Datasets
208711,20 DRAPER ST ,Both Datasets
208712,18 DRAPER ST ,Both Datasets
208713,16 DRAPER ST ,Both Datasets
208714,14 DRAPER ST ,Both Datasets
208715,12 DRAPER ST ,Both Datasets
208716,10 DRAPER ST ,Both Datasets
208718,6 DRAPER ST ,Both Datasets
208720,500 FRONT ST W,Both Datasets
208726,47 BATHURST ST ,Both Datasets
208729,10 NIAGARA ST ,Both Datasets
209846,20 BRANT ST ,Both Datasets
209849,544 KING ST W,Both Datasets
209852,570 KING ST W,Both Datasets
209853,582 KING ST W,Both Datasets
209854,600 KING ST W,Both Datasets
209860,1 ADELAIDE PL ,Both Datasets
209861,3 ADELAIDE PL ,Both Datasets
209862,5 ADELAIDE PL ,Both Datasets
209863,7 ADELAIDE PL ,Both Datasets
209864,9 ADELAIDE PL ,Both Datasets
209866,511 ADELAIDE ST W,Both Datasets
209867,509 ADELAIDE ST W,Both Datasets
209868,507 ADELAIDE ST W,Both Datasets
209869,505 ADELAIDE ST W,Both Datasets
209875,499 ADELAIDE ST W,Both Datasets
209876,497 ADELAIDE ST W,Both Datasets
209878,487 ADELAIDE ST W,Both Datasets
209881,102 PORTLAND ST ,Both Datasets
208763,89-109 NIAGARA ST ,IBMS Data
208764,87 NIAGARA ST ,Both Datasets
208765,85 NIAGARA ST ,Both Datasets
208767,81 NIAGARA ST ,Both Datasets
208768,79 NIAGARA ST ,Both Datasets
208771,69 NIAGARA ST ,Both Datasets
208772,67 NIAGARA ST ,Both Datasets
208773,65 NIAGARA ST ,Both Datasets
208774,63 NIAGARA ST ,Both Datasets
208776,59 NIAGARA ST ,Both Datasets
208777,57 NIAGARA ST ,Both Datasets
208778,55 NIAGARA ST ,Both Datasets
209883,98 PORTLAND ST ,Both Datasets
209889,624 KING ST W,Both Datasets
209890,626 KING ST W,Both Datasets
209892,642 KING ST W,Both Datasets
209894,662 KING ST W,Both Datasets
209895,668 KING ST W,Both Datasets
209000,667 KING ST W,Both Datasets
209581,663 KING ST W,Both Datasets
209584,619 KING ST W,Both Datasets
209585,617 KING ST W,Both Datasets
209586,615 KING ST W,Both Datasets
209587,613 KING ST W,Both Datasets
209588,603 KING ST W,Both Datasets
209595,46 STEWART ST ,Both Datasets
209596,48 STEWART ST ,Both Datasets
209597,50 STEWART ST ,Both Datasets
209598,52 STEWART ST ,Both Datasets
209599,54 STEWART ST ,Both Datasets
209600,56 STEWART ST ,Both Datasets
209601,60 STEWART ST ,Both Datasets
209602,51 BATHURST ST ,Both Datasets
209612,583 KING ST W,Both Datasets
209613,581 KING ST W,Both Datasets
209614,579 KING ST W,Both Datasets
209616,573 KING ST W,Both Datasets
209617,571 KING ST W,Both Datasets
209618,569 KING ST W,Both Datasets
209619,567 KING ST W,Both Datasets
209620,565 KING ST W,Both Datasets
209621,563 KING ST W,IBMS Data
209622,557 KING ST W,Both Datasets
209624,545 KING ST W,Both Datasets
209628,529 KING ST W,Both Datasets
209629,527 KING ST W,Both Datasets
209630,523 KING ST W,Both Datasets
209631,521 KING ST W,Both Datasets
209632,519 KING ST W,Both Datasets
209633,511 KING ST W,Both Datasets
209636,495 KING ST W,Both Datasets
209637,489 KING ST W,Both Datasets
209638,485 KING ST W,Both Datasets
209641,455 KING ST W,Both Datasets
209642,445 KING ST W,Both Datasets
209643,441 KING ST W,Both Datasets
209644,431 KING ST W,Both Datasets
209649,46 SPADINA AVE ,Both Datasets
209651,374 WELLINGTON ST W,Both Datasets
209652,376 WELLINGTON ST W,Both Datasets
209655,420 WELLINGTON ST W,Both Datasets
209656,422 WELLINGTON ST W,Both Datasets
209664,482 WELLINGTON ST W,Both Datasets
209665,488 WELLINGTON ST W,Both Datasets
209672,518 WELLINGTON ST W,Both Datasets
209673,520 WELLINGTON ST W,Both Datasets
209675,57 SPADINA AVE ,Both Datasets
209678,401 KING ST W,Both Datasets
209680,391 KING ST W,Both Datasets
209681,389 KING ST W,Both Datasets
209690,56 BLUE JAYS WAY ,Both Datasets
209694,15 CLARENCE SQ ,Both Datasets
209695,13 CLARENCE SQ ,Both Datasets
209696,12 CLARENCE SQ ,Both Datasets
209697,11 CLARENCE SQ ,Both Datasets
209698,10 CLARENCE SQ ,Both Datasets
209699,9 CLARENCE SQ ,Both Datasets
209700,7 CLARENCE SQ ,Both Datasets
209701,6 CLARENCE SQ ,Both Datasets
209702,5 CLARENCE SQ ,Both Datasets
209703,355 KING ST W,Both Datasets
209705,327 KING ST W,Both Datasets
209706,325 KING ST W,Both Datasets
209707,321 KING ST W,Both Datasets
209708,319 KING ST W,Both Datasets
209710,315 KING ST W,Both Datasets
209711,305 KING ST W,Both Datasets
209712,301 KING ST W,Both Datasets
209713,299 KING ST W,Both Datasets
209714,297 KING ST W,Both Datasets
209716,293 KING ST W,Both Datasets
209718,287 KING ST W,Both Datasets
209722,24 MERCER ST ,Both Datasets
209727,15-33 MERCER ST ,IBMS Data
209730,55 JOHN ST ,Both Datasets
209734,60 SIMCOE ST ,Both Datasets
209735,11 DUNCAN ST ,Both Datasets
209736,212 KING ST W,Both Datasets
209737,214 KING ST W,Both Datasets
209738,220 KING ST W,Both Datasets
209740,260 KING ST W,Both Datasets
208592,5 BATHURST ST ,Both Datasets
208637,301 FRONT ST W,Both Datasets
209745,100 SIMCOE ST ,Both Datasets
209755,257 ADELAIDE ST W,Both Datasets
209756,20 DUNCAN ST ,Both Datasets
209758,284 KING ST W,Both Datasets
209759,300 KING ST W,Both Datasets
209760,322 KING ST W,Both Datasets
209766,295 ADELAIDE ST W,Both Datasets
209767,104 JOHN ST ,Both Datasets
209772,77 PETER ST ,Both Datasets
209775,317 ADELAIDE ST W,Both Datasets
209778,20 WIDMER ST ,Both Datasets
209779,18 WIDMER ST ,Both Datasets
209781,14 WIDMER ST ,Both Datasets
209782,12 WIDMER ST ,Both Datasets
209783,10 WIDMER ST ,Both Datasets
209787,19 CHARLOTTE ST ,Both Datasets
208674,49 SPADINA AVE ,Both Datasets
208678,25 CLARENCE SQ ,Both Datasets
208679,1 DRAPER ST ,Both Datasets
208680,3 DRAPER ST ,Both Datasets
208681,5 DRAPER ST ,Both Datasets
208682,7 DRAPER ST ,Both Datasets
208683,9 DRAPER ST ,Both Datasets
208684,11 DRAPER ST ,Both Datasets
208685,13 DRAPER ST ,Both Datasets
208686,15 DRAPER ST ,Both Datasets
208687,17 DRAPER ST ,Both Datasets
208689,23 DRAPER ST ,Both Datasets
208690,25 DRAPER ST ,Both Datasets
208691,27 DRAPER ST ,Both Datasets
208692,29 DRAPER ST ,Both Datasets
208693,467 WELLINGTON ST W,Both Datasets
