X,Y,Status,Address,ByLaw,Details,StatusCode
313108.467,4832517.194,Part IV,5 EIREANN QUAY,32-2011,"Canada Malting Co.; J.S. Metcalfe, 1928, formerly known as 5 Bathurst St. -adopted by City Council on June 20, 1973 - Intention to Designate February 1, 2010.  Designation by-law enacted by City Council on December 16, 2010.",1102
310333.068,4835575.255,Part IV,42 WESTMORELAND AVE,84-2008,"Church of St. Mary the Virgin & St. Cyprian; 1913, W.A. Langton -adopted by City Council on Nov. 21 & 23, 1973; Heritage Easement Agreement, registered as Instrument No. AT1230142 on Aug 17/06; DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on Jan. 30, 2008",1102
313864.902,4836591.08,Listed,826 YONGE ST, ,"Part of a pair of shops at 826-830 Yonge Street; c.1870 -adopted by City Council on March 15, 1974",1101
313837.7328,4836852.083,Listed,837 YONGE ST REAR, ,"Canadian Tire Store, formerly Grand Central Markets; 1929, Frontier Construction, bldr. -adopted by City Council on Feb. 24, 1986",1101
313566.477,4837574.497,Listed,1150 YONGE ST, ,"Empire Building; adopted by City Council on May 23-25, 2006",1101
313562.824,4837589.204,Listed,1156 YONGE ST, ,"James Williamson Building, c.1880; adopted by City Council on May 23-25, 2006",1101
312593.613,4842809.073,Listed,3160 YONGE ST, ,"Atkinson & Son General Store & Bedford Park P.O., 1891 -adopted by City Council on Oct. 1, 1979",1101
314359.901,4834760.838,Part IV,6 TRINITY SQ,592-76,"Henry Scadding Home; 1857, altered in 1862 and attributed to Wm. Hay -adopted by City Council on June 20, 1973, DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Nov. 10, 1976  (heritage easement agreement, Registered CT617482, Sept. 7/83)",1102
322837.8618,4840468.403,Part IV,679 WARDEN AVE,1029-2007,"Bell Estate, Dec. 9, 1988; Heritage Easement Agreement registered as Instrument No. AT626970 on Oct. 13, 2004;DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on Sept. 27, 2007",1102
306796.1081,4835220.212,Listed,24 A WOODSIDE AVE, ,"John D. Farquahar House, c.1892 -adopted by City Council on Nov. 19, 1981",1101
310998.636,4837551.188,Part IV,76 WYCHWOOD AVE,1237-2007,"St. Clair Carhouse; 1913 - Three-track carhouse with traffic office and storeroom; R.C. Harris, City Engineer Commissioner of Public Works and General Manager of Toronto Civic Railways -adopted by City Council on April 16, 1998; DESIGNATION BY-LAW ENACTE",1102
310944.712,4837856.681,Listed,156 WYCHWOOD AVE, ,"St. Clair Avenue Baptist Church, 1925, adopted by City Council on Jan. 29 & 30, 2008",1101
314635.667,4834044.803,Part IV,66 YONGE ST,278-90,SEE 1 King St. West,1102
314635.667,4834044.803,Part IV,68 YONGE ST,278-90,SEE 1 King St. West,1102
314618.2177,4834104.78,Part IV,70 YONGE ST,278-90,SEE 1 King St. West,1102
314570.439,4834295.749,Listed,118 YONGE ST, ,"Part of Elgin Buildings, 1850; alt. 1901 for Ryrie Brothers, Matthew Sheard; alt. 1910 for Holt, Renfrew & Co., James Havill -adopted by City Council on Nov. 21 & 23, 1973",1101
314283.145,4835215.809,Listed,374 A YONGE ST, ,SEE 372 Yonge Street,1101
314137.48,4835413.771,Part IV,444 YONGE ST,510-75,"T. Eaton Co. College Street Store, 1928-30, Ross & MacDonald in assoc. with Sproatt & Rolph; Jacques Carlu, architect of 7th floor interior; Rene Cera, architect of Elevator Arcade; shopping concourse and housing addns. in late '70's by Allward & Gouinlo",1102
314149.639,4835809.167,Listed,533 YONGE ST, ,"Shop; 1881-82 -adopted by City Council on March 15, 1974",1101
314355.927,4834772.083,Part IV,10 TRINITY SQ,154-77,"Holy Trinity Rectory; 1861, Wm. Hay -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on March 28, 1977 (heritage easement agreement, Registered C87501, Sept. 6/83)",1102
313767.377,4835278.675,Listed,150 GERRARD ST W, ,SEE 101 College Street,1101
311596.6347,4834067.497,Part IV,227 A CRAWFORD ST,311-89,SEE 790 Queen St. West,1102
310795.149,4832309.154,Part IV,10 DUFFERIN ST,459-93,"Exhibition Pl.; Government Bldg., (Arts, Crafts, Hobbies Building/ Medieval Times) - See 2 Strachan Avenue",1102
308596.423,4840119.042,Listed,2750 DUFFERIN ST, ,"Fairbanks United Church, 1889",1101
313604.6705,4837275.297,Listed,12 A GIBSON AVE, ,"Part of Philips Block: Row housing at 10-24 Gibson Avenue, 1906, W.N. Hutchison, Architect and builder; altered to duplexes in 1916 -adopted by City Council on May 2, 1983",1101
303997.6115,4842982.793,Listed,2335 JANE ST, ,"Jane Towers, 1968-1970; Uno Prii, architect; adopted by City Council on Jan 27, 28, 29, 2004",1101
314883.696,4835224.779,Part IV,291 JARVIS ST,229-76,"Part of row housing at 285-291 Jarvis Street; 1890; now known as 261 Jarvis St  -adopted by City Council on June 20, 1973 (heritage easement agreement, #CA169639 - Registered on December 10, 1991)",1102
314883.696,4835224.779,Part IV,289 JARVIS ST,229-76,"Part of row housing at 285-291 Jarvis Street; 1890 -adopted by City Council on June 20, 1973 (heritage easement agreement, Instrument #CA169639 - registered on Dec. 10, 1991)",1102
314883.2836,4835196.632,Part IV,287 JARVIS ST,229-76,"Part of a row of houses at 285-291 Jarvis Street, now known as 261 Jarvis St, 1890 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 12, 1976 (heritage easement agreement Instrument #CA169639 - registered on Dec.",1102
314883.435,4835172.61,Part IV,285 JARVIS ST,229-76,"Part of a row of houses at 285-291 Jarvis Street, now known as 261 Jarvis St, 1890 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 12, 1976 (heritage easement agreement Instrument #CA169639 - registered on Dec.",1102
312198.22,4843661.009,Part IV,61 YONGE ST,449-76,SEE 67 Yonge Street,1102
313594.7185,4837639.028,Part IV,1109 YONGE ST,526-76,"C.P.R. North Toronto Station; 1915-16, Darling & Pearson, -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on October 13, 1976 Previously designated under the Heritage Railway Stations Protection Act but removed because",1102
314652.2271,4833968.157,Part IV,44 YONGE ST,524-76,"SEE 181 Bay Street (BCE Place - William Cawthra Building), located within the Union Station Heritage Conservation District",1102
312276.292,4843672.926,Part IV,40 YONGE ST,524-76,"SEE 181 Bay Street (BCE Place - John Crawford Block),  located within the Union Station Heritage Conservation District",1102
312286.73,4843668.089,Part IV,38 YONGE ST,524-76,"SEE 181 Bay Street (BCE Place - John Crawford Block),  located within the Union Station Heritage Conservation District",1102
312812.7622,4836048.397,Listed,401 R HURON ST, ,SEE 80 BP Nichol Lane,1101
304224.6886,4829139.577,Listed,192 ISLINGTON AVE, , ,1101
315159.0643,4834215.184,Part IV,29 JARVIS ST,560-84,"Commercial building including hotel, 1830's-40's -adopted by City Council on Nov. 21 & 23, 1973, DESIGNATION BY-LAW PASSED BY CITY COUNCIL on August 13, 1984, now part of 100 Front St. East, (heritage easement agreement, Registered CT690745, Nov. 9/84)",1102
314687.0616,4834372.885,Part IV,73 VICTORIA ST,854-88,"Comstock Building; 1890, Denison and King -adopted by City Council on June 20, 1973, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON OCTOBER 3, 1988, now merged into 75 Victoria Street",1102
312118.924,4843801.008,Part IV,85 YONGE ST,527-76,"Jess Applegath Building, 1914, Hand, Harris & Merritt -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Oct. 13, 1976 (heritage easement agreement, Registered CT919389, Dec. 17, 1987 (Amendment to heritage easeme",1102
316915.467,4836194.335,Part IV,81 VICTORIA ST,856-88,"The Strand Hotel; 1907-1908, Henry Simpson -adopted by City Council on July 11, 1988, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON OCTOBER 3, 1988",1102
308556.7993,4835393.567,Listed,WALLACE AVE - WALLACE AVENUE FOOTBRIDGE, ,"Wallace Avenue Footbridge; 1907, Frazer Matthews, Chief Engineer, Ontario Bridge Company, C.H. Rust, City Engineer;  Ontario Bridge Company (Bridge), contractors - City of Toronto Works Department (footings) -adopted by City Council on September 22 and 2",1101
332395.1852,4852474.469,Part IV,TWYN RIVERS DR - STOTT'S BRIDGE,25154,"Stott's Bridge; Twyn Rivers Drive, DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on June 24, 1997",1102
314924.7944,4837589.877,Listed,GLEN RD - ROSEDALE VIADUCT, ,"Rosedale Viaduct, 1928, J.J. Woolnough, R.C. Harris, et al, between 105 Glen Road and Beaumont Road -adopted by City Council on Dec. 10, 1975",1101
310746.8555,4838783.711,Part IV,GLEN CEDAR RD - GLEN CEDAR BRIDGE,1027-87,"Glen Cedar Bridge; DESIGNATION BY-LAW PASSED BY YORK CITY COUNCIL on Feb. 23, 1987(At Glen Cedar Dr. & Strathearn Rd)",1102
294142.8928,4844414.3,Listed,INDIAN LINE - CIRCLE, ,"Brick House, Circle ""C"" Ranch; Lot 36, Con. 4",1101
296491.9423,4843006.09,Listed,HUMBER COLLEGE BLVD - ACKROW HOUSE, ,Ackrow House (brick house),1101
296491.4124,4843007.476,Listed,HUMBER COLLEGE BLVD - BARN, ,Barn Complex,1101
314038.036,4835894.72,Listed,10 WELLESLEY ST W, ,"Part of row housing at 10-16 Wellesley St. West; 1876, Thomas Bryce, bldr. -adopted by City Council on March 15, 1974",1101
313512.596,4835886.477,Listed,110 WELLESLEY ST W, ,"48th Highlanders' Memorial: 1923; Mathers and Haldenby -adopted by City Council on June 20, 1973",1101
313992.619,4836150.244,Listed,672 YONGE ST, ,"Part of the Scottish Ontario and Manitoba Land Company Stores at 664-680 Yonge Street; 1883, E.J. Lennox -adopted by City Council on March 15, 1974",1101
301979.7211,4827886.491,Listed,37 A MARINA AVE, , ,1101
329898.893,4855042.108,Listed,7 REESOR RD, ,McIntosh House,1101
329398.895,4855272.003,Part IV,11 REESOR RD,22935,"Pearse Coach House; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on April 2, 1990",1102
313579.059,4834110.374,Part IV,259 RICHMOND ST W,667-97,"John Burns Carriage Manufacturers, 1886 -adopted by City Council on June 13, 1983 -Intention to Designate Passed by City Council on April 1 and 2, 1996 -heritage easement agreement registered as Instrument No. CA444325 on December 17, 1996 (part of 126 J",1102
312821.149,4833638.408,Listed,602 KING ST W, ,"Parisian Laundry Building, 1904; Harry Simpson Architect; adopted by City Council on June 16, 2005",1101
312191.094,4833410.288,Part IV,833 KING ST W,1358-2007,"Charles Henson Lab. Bldg., 1934, E.L. Sheppard, at Walnut Avenue -adopted by City Council on June 20, 1973 (heritage easement agreement registered as Instrument No. C703355, April 12, 1991) (Heritage Easement Agreement Registered as Instrument No. E13873",1102
310737.092,4833007.21,Listed,1195 KING ST W, ,"A. B. Ormsby Factory, 1913, J. W. Gouch Engineer; adopted by City Council on June 14 15, 16, 2005",1101
313552.84,4834744.554,Listed,131 MC CAUL ST, ,"St. Patrick's Church & Rectory, adopted by City Council on Jan 31, Feb 1 & 2, 2006",1101
312637.228,4837968.777,Listed,217 POPLAR PLAINS RD, ,"Martha Wilkes House, c. 1907, Eden Smith; adopted by City Council on March 5, 6, 7, 8, 2007",1101
313480.265,4843446.051,Listed,141 RIVERVIEW DR REAR, ,"Eagle House, circa 1928",1101
327698.594,4844427.878,Part IV,3620 KINGSTON RD,18346,"Cornell Campbell Farm; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on Feb. 19, 1979",1102
332125.05,4849792.102,Listed,6375 KINGSTON RD, ,Cowan House,1101
307317.142,4832597.237,Part IV,1978 LAKE SHORE BLVD W,415-89,"Joy Oil Gas Station, c.1937 -adopted by City Council on March 9 & 10, 1989 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 15, 1989",1102
303645.7513,4828504.989,Listed,3131 LAKE SHORE BLVD W, ,"Cumberland House; OHF Easement TB523323 registered on July 15, 1988",1101
312047.4,4840730.241,Part IV,355 ROSELAWN AVE,323-00,"Eglinton Hunt Club & Stables; 1928-29, Vaux & Bryan Chadwick -adopted by City Council on April 23,1981 Stables Demolished in 1986 DESIGNATION BY-LAW ENACTED BY CITY COUNCIL ON June 8, 2000; Heritage Easement Agreement AT43070, registered Nov 29, 2002)",1102
315419.384,4849884.904,Part IV,5365 LESLIE ST,53-2001     520-2002,"Green Meadows, 1951; Now known as 18 Argus Court; AMENDING DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON JUNE 20, 2002; Heritage Easement Agremeent - Instrument No. E518209 on March 18, 2002",1102
322613.529,4849368.308,Part IV,2569 MIDLAND AVE,18444,"Knox Church; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on April 17, 1979",1102
316151.267,4834312.782,Part IV,55 MILL ST,154-76,"Gooderham & Worts Distillery; limestone mill and distillery, 1859, David Roberts, rebuilt in 1870; brick malthouse etc., 1863-64, Gundry & Langley; brick storehouse, 1873, (was known as 2 Trinity St.) -adopted by City Council on June 20, 1973 DESIGNATION",1102
320869.4074,4836434.13,Part IV,1975 A QUEEN ST E,599-89,"John Wright House, c.1903; store added, c.1925 -adopted by City Council on June 29 & 30, 1989 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Sept. 7, 1989",1102
312874.4928,4836436.288,Listed,77 A LOWTHER AVE, ,"Part of 77 Lowther Avenue, House, c.1895 (formerly known as 77 Lowther Avenue) -adopted by City Council on Nov. 21, 1977",1101
311000.55,4832129.095,Listed,60 PRINCE EDWARD ISLAND CRES, ,Exhibition Place; Bandshell See 2 Strachan Avenue,1101
311994.065,4832458.336,Listed,105 PRINCES BLVD, ,Exhibition Place; Automotive Building - See 2 Strachan Avenue,1101
311784.886,4832335.045,Part IV,115 PRINCES BLVD,188-99,"Exhibition Place; Stanley Barracks, now known as the Marine Museum - See 2 Strachan Avenue",1102
311999.542,4832766.636,Listed,160 PRINCES BLVD, ,Exhibition Place; Canada's Sports Hall of Fame (also formerly known as the Hockey Hall of Fame) - See 2 Strachan Avenue,1101
311194.749,4832333.659,Listed,180 PRINCES BLVD, ,Exhibition Place; Queen Elizabeth Building - Exhibit Hall - See 2 Strachan Avenue,1101
311167.043,4832242.23,Listed,195 PRINCES BLVD, ,Exhibition Place; Better Living Centre See 2 Strachan Avenue,1101
311028.514,4832347.512,Listed,210 PRINCES BLVD, ,Exhibition Place; Press Building See 2 Strachan Avenue,1101
313991.371,4836154.823,Listed,674 YONGE ST, ,"Part of the Scottish Ontario and Manitoba Land Company Stores at 664-680 Yonge Street; 1883, E.J. Lennox -adopted by City Council on March 15, 1974",1101
311635.275,4832653.662,Part IV,45 MANITOBA DR,254-96,"Exhibition Pl.; Coliseum, 1922 (north Entrance to Arena) See 2 Strachan Avenue",1102
313428.614,4836094.066,Listed,75 QUEEN'S PARK, ,SEE 73 Queen's Park Crescent East (Birge Carnegie Library),1101
323911.955,4839038.367,Listed,1730-1734 KINGSTON RD, ,commercial building,1101
314512.13,4835853.591,Part IV,99 MAITLAND ST,507-78   688-01,"Society of Friends Meeting House; 1911, J.A. MacKenzie, architect, part of 105 Maitland St,  now known as the National Ballet School -adopted by City Council on July 17, 1978 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on July17, 1978 AMENDING DESIGNATION",1102
322392.9549,4849920.344,Listed,2666 MIDLAND AVE, ,Agincourt House,1101
311776.8802,4847884.468,Listed,20 MCKEE AVE, ,"Joshua Cummer House, circa 1845, later second floor addition.",1101
315868.681,4834437.386,Part IV,63 PARLIAMENT ST,9-78,"Consumers' Gas Co. Station A, 1898, Bond & Smith; formerly known as 45 Parliament St & 296 Front Street East - adopted by City Council on June 20, 1973; DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Jan. 16, 1978; Heritage Easement Agreement registered as",1102
315198.6335,4835026.801,Listed,35 PEMBROKE ST, ,"House, 1881, now known as 200 Sherbourne Street -adopted by City Council on July 2, 1974",1101
314515.5705,4833926.439,Part IV,15 WELLINGTON ST W,515-75,"SEE 181 Bay Street (BCE Place - Commercial Bank) (heritage easement agreement registered as Instrument No. ct920104 on December 21, 1987)",1102
314515.4852,4833926.279,Part IV,11 WELLINGTON ST W,602-83,SEE 181 Bay Street (BCE Place - Warehouse Store - formerly moved from 11 Wellington Street West to 3 Wellington Street West),1102
314696.931,4833990.876,Part IV,3 WELLINGTON ST W,602-83,SEE 181 Bay Street (BCE Place - Warehouse Store),1102
303156.35,4829693.042,Listed,449 KIPLING AVE, , ,1101
330788.2031,4854055.806,Part IV,2300 MEADOWVALE RD,25153,"Hillside Bridge; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on June 24, 1997 Hillside Bridge",1102
330815.5434,4853694.076,Part IV,1757 MEADOWVALE RD,19130,"Valley Halla Villa; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on July 21, 1980",1102
330884.8807,4853470.498,Listed,1755 MEADOWVALE RD, ,James Pearse Barn,1101
324642.498,4840114.273,Listed,2100 KINGSTON RD, ,cenotaph memorial,1101
316858.4485,4839625.028,Listed,MILLWOOD RD - LEASIDE BRIDGE, ,"Leaside Bridge; SEE Millwood Rd; adopted by City Council on April 16, 2005",1101
310580.5538,4832115.205,Listed,LAKE SHORE BLVD W - WEST BAILEY BRIDGE, ,"Lake Shore Boulevard West Bailey Bridge (between Exhibition Place and Ontario Place); 1952, Dominion Bridge Company and Hydro-Electric Power Commission of Ontario, builder -adopted by City Council on July 29, 30 and 31, 1998",1101
314423.4462,4838898.491,Listed,ROSE PARK DR - GATES AND LAMPSTANDS, ,"Gates and Lampstands at Rose Park Drive and Welland Avenue, 1922-23, attributed to C.J. Gibson -adopted by City Council on June 15 & 16, 1989",1101
298730.0368,4836500.421,Part IV,RICHVIEW CEMETERY,470-2004,"Richview Cemetery, opened 1853, extended 1886; DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 24, 2004",1102
310551.0654,4833369.932,Listed,QUEEN ST W - UNDERPASS, ,"Queen Street West underpass (at Dufferin Street), 1897; E.H. Keating, City Engineer; W.C. Grant and Company Construction; Hamilton Bridge Works Company, contractors; 1930 reconstruction of CP superstructure; 1977 reconstruction of CN superstructure -adop",1101
299627.6432,4829465.395,Listed,SHERWAY DR - MIDDLE ROAD BRIDGE, ,Middle Road Bridge,1101
312034.657,4834913.479,Listed,PALMERSTON BLVD - GATES AT COLLEGE AND BLOOR STRE*, ,"Gates at College and Bloor Streets -adopted by City Council on June 20, 1973",1101
304701.581,4831353.798,Part IV,515 ROYAL YORK RD,136-2009,"Eden Court, 1886; Heritage Easement Agreement registered as Instrument No. AT1145309 on May 26, 2006.  Designation By-law enacted by City Council on January 28, 2009.",1102
311196.52,4839812.653,Part IV,97 OLD FOREST HILL RD,263-2004,Now known as 99 Old Forest Hill Rd,1102
312515.863,4845413.106,Part IV,288 OLD YONGE ST,32852   107-1999,"Now known as 15 Oakley Place; Oakley, 1930; DESIGNATION BY-LAW ENACTED BY NORTH YORK CITY COUNCIL on March 4, 1999",1102
328977.541,4853517.928,Part IV,264 OLD FINCH AVE,19831,"Milne House and Ice House; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on April 5, 1982",1102
311428.689,4832566.572,Listed,15 NOVA SCOTIA AVE,821-88,Exhibition Place; Horse Palace See 2 Strachan Avenue,1101
331386.9452,4849250.688,Listed,390 OLD KINGSTON RD, ,Highland Creek Cemetery (no building on site),1101
305488.9055,4834391.395,Part IV,OLD MILL RD - OLD MILL BRIDGE,1163-87,"Old Mill Bridge; DESIGNATION BY-LAW PASSED BY ETOBICOKE CITY COUNCIL on Sept. 14, 1983",1102
310792.619,4833582.62,Listed,30 BEACONSFIELD AVE 1, ,"Semi-detached house; 1888-1881; -adopted by City Council on Sept. 29, 30 and Oct. 4, 1976",1101
313607.112,4836235.707,Listed,100 CHARLES ST W, ,"Semi-detached house; 1887, at St. Thomas St. (NW) -adopted by City Council on June 20, 1973",1101
313601.5684,4836243.825,Listed,102 CHARLES ST W, ,"Semi-detached house; 1887, at St. Thomas St. (NW) -adopted by City Council on June 20, 1973",1101
313585.9853,4836239.464,Listed,106 CHARLES ST W, ,"Semi-detached house; 1890 -adopted by City Council on June 20, 1973",1101
313580.525,4836237.123,Listed,108 CHARLES ST W, ,"Semi-detached house; 1890 -adopted by City Council on June 20, 1973",1101
303538.486,4840431.99,Part IV,105 KING ST E,282-81,"Part of City Buildings at 107-111 King St. East, c.1842, attrib. to William Thomas -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 7, 1981 (heritage easement agreement, Reg. CA75205, Feb. 9, 1990)",1102
303538.486,4840431.99,Part IV,105 KING ST E,282-81,"Part of City Buildings at 107-111 King St. East, c.1842, attrib. to William Thomas -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 7, 1981 (heritage easement agreement, Reg. CA75205, Feb. 9, 1990)",1102
303758.147,4840503.209,Part IV,147 KING ST E,280-81,"City Buildings, c.1839, attrib. J.G. Howard, Thomas Young -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 7, 1981",1102
311824.052,4833297.231,Part IV,915 KING ST W,82-2008,"Massey-Harris, later Massey- Ferguson Ltd., c.1899, E.J. Lennox (also known as 100 Strachan Av.) -adopted by City Council on June 20, 1973 (heritage easement agreement, Registered C540536, February 2, 1989); DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on",1102
311824.052,4833297.231,Part IV,915 KING ST W,82-2008,"Massey-Harris, later Massey- Ferguson Ltd., c.1899, E.J. Lennox (also known as 100 Strachan Av.) -adopted by City Council on June 20, 1973 (heritage easement agreement, Registered C540536, February 2, 1989); DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on",1102
312551.921,4836467.94,Listed,63 MADISON AVE, ,"Semi-detached house, 1891 -adopted by City Council on Feb. 6, 1974",1101
312553.148,4836461.892,Listed,61 MADISON AVE, ,"Semi-detached house, 1891 -adopted by City Council on Feb. 6, 1974",1101
317078.087,4835260.613,Listed,765 QUEEN ST E, ,"Postal Station G; 1912-13, E.J. Lennox; at Saulter St. (SW) -adopted by City Council on June 20, 1973",1101
317078.087,4835260.613,Listed,765 QUEEN ST E GRND, ,"Postal Station G; 1912-13, E.J. Lennox; at Saulter St. (SW) -adopted by City Council on June 20, 1973",1101
313683.8045,4835689.287,Listed,23 QUEEN'S PARK CRES E E, ,"East Block, 1925, F.R. Heakes, now known as Whitney Block -adopted by City Council on June 9, 1976",1101
313611.9899,4835845.355,Part IV,43 QUEEN'S PARK CRES E E,3-84,"Col. J. Mason House; 1896, Beaumont Jarvis -adopted by City Council on June 9, 1976 -Designation by-law passed by City Council on December 12, 1983",1102
305511.321,4830001.074,Listed,57 QUEEN'S PARK CRES E E, ,"St. Michael's College; 1929, A.W. Holmes -adopted by City Council on June 20, 1973",1101
314808.866,4834814.834,Listed,66 SHUTER ST, ,"Duplex: 1851-56; refaced c.1900 -adopted by City Council on May 28 & 29, 1990",1101
314800.978,4834806.13,Listed,64 SHUTER ST, ,"Duplex: 1851-56; refaced c.1900 -adopted by City Council on May 28 & 29, 1990",1101
314821.457,4834812.094,Listed,70 SHUTER ST, ,"Duplex: 1851-56 -adopted by City Council on May 28 & 29, 1990",1101
315695.241,4831201.008,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
315356.7937,4831108.045,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
315694.7413,4831201.533,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
315356.7937,4831108.045,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
315695.0514,4831201.628,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
315694.6465,4831201.844,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
315356.9833,4831107.425,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
315695.241,4831201.008,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
315356.8885,4831107.735,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
315695.1462,4831201.318,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
315695.4563,4831201.413,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
315356.8885,4831107.735,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
315356.1735,4831107.856,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
315694.8361,4831201.223,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
315695.0514,4831201.628,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
311851.382,4835798.057,Listed,602 MARKHAM STREET, ,"City Council included 602 Markham Street on the City's Heritage Register November 3, 2015.",1101
308934.0645,4836408.995,Part IV,31 POWERHOUSE ST,1415-2012,"Canada Foundry Company Powerhouse. City Council enacted By-law 1415-2012 November 1, 2012 to designate the property formerly known municipally in 2011as 31 Foundry Avenue and now known as 31 Powerhouse as being of cultural heritage value or interest. 

H",1102
312309.628,4836589.927,Listed,85 WALMER RD, ,"Semi-detached house, 1892 -adopted by City Council on July 2, 1974",1101
312274.015,4836561.241,Listed,92 WALMER RD, ,"Semi-detached house, 1893 -adopted by City Council on July 2, 1974",1101
314435.147,4834848.437,Part IV,277 YONGE ST,543-01,"Two stores for John Bugg, 1868, attrib. to Robert Carrol(l) and William Rogers, builders -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW ENACTED BY CITY COUNCIL ON June 28, 2001",1102
314130.7341,4835707.731,Listed,502 A YONGE ST, ,"Pair of shops; mid 1860s -adopted by City Council on March 15, 1974",1101
314167.976,4833956.02,Part IV,74 YORK ST,1063-2009,"Commercial Bldgs; 1889 -adopted by City Council on June 20, 1973 (heritage easement agreement - reg. June 3/88, CT953952) (heritage easement agreement registered as instrument no. ca299026 on August 10, 1994 replaces H.E.A. #ct953952).  See 70 York Stree",1102
314007.257,4844900.765,Part IV,76 YORK ST,1063-2009,"Commercial Bldgs; 1889 -adopted by City Council on June 20, 1973 (heritage easement agreement - reg. June 3/88, CT953952) (heritage easement agreement registered as instrument no. ca299026 on august 10, 1994 replaces H.E.A. #ct953952).  See 70 York Stree",1102
310757.1865,4838768.119,Part IV,0 STRATHEARN RD W/S,1027-87,"Glen Cedar Bridge, at Strathearn Rd - SEE Glen Cedar Bridge",1102
