X,Y,Status,Address,ByLaw,Details,StatusCode
,,Listed,5 YUKON PL ,,"Exhibition Pl.; Carlsberg Carillon; 1974; R.G. Watson Company, consulting engineers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,5 YUKON PL ,254-96,"Exhibition Pl.; Coliseum, 1922 G.W.F. Price; annexes 1926, including the Cattle Building by J.J. Woolnough, City Architect -adopted by City Council on June 20, 1973 -Designation By-Law Passed by City Council on May 21, 1996",1102
,,Listed,5 YUKON PL ,,"Exhibition Pl.; Dufferin Gate; 1959; Philip R. Brook, architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,5 YUKON PL ,,"Exhibition Pl.; Firehall, c.1912, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,5 YUKON PL ,392-2009,"Exhibition Pl.; Horticultural Bldg., 1907, G.W. Gouinlock -adopted by City Council on June 20, 1973",1102
,,Part IV,5 YUKON PL ,821-88,"Exhibition Pl.; Horse Palace, 1931, J.J. Woolnough, City Architect -adopted by City Council on Jan. 22, 1979 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on September 15, 1988",1102
,,Part IV,5 YUKON PL ,541-86,"Exhibition Pl.; Ontario Government Building; 1926, Chapman and Oxley, later known as the Carlsberg Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 11, 1986",1102
,,Listed,5 YUKON PL ,,"Better Living Centre; 1962; Marani, Morris and Allan, architects, (originally known as the Home Furnishings and Appliance Centre -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,5 YUKON PL ,,"Exhibition Pl.; Food Products Building; 1954; Richard A. Fisher, project architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,5 YUKON PL ,,"Exhibition Pl.; Fort Rouille Site (archaeological); 1750-1751 -adopted by City Council on July 24 and 25, 1995",1101
,,Intention,5 YUKON PL ,------,"Exhibition Pl.; Hockey Hall of Fame and Canada's Sports Hall of Fame; 1960-61, west wing; 1966-1967 east wing; Allward and Gouinlock, architects -adopted by City Council on May 3 and 4, 1993; Heritage Easement Agreement AT1080990 registered on March 7, 20",1106
,,Part IV,5 YUKON PL ,445-87,"Exhibition Pl.; Princes' Gates, 1926-27, Chapman & Oxley, Sculpture by Charles D. McKechnie -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 15, 1987",1102
,,Listed,5 YUKON PL ,,"Exhibition Pl.; Queen Elizabeth Building; 1956-57; Page and Steele, architects -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,5 YUKON PL ,443-85,"Exhibition Pl.; Railways Bldg., 1908, G.W. Gouinlock, now Music Bldg., -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 17, 1985",1102
,,Part IV,5 YUKON PL ,188-99,"Exhibition Pl.; Stanley Barracks, now Marine Museum, 1841, Royal Engineers -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 15, 1999",1102
,,Part IV,5 YUKON PL ,540-86,"John Scadding Cabin, 1794; moved to present location in 1879 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on August 11, 1986",1102
,,Listed,5 YUKON PL ,,"Exhibition Pl.; Press Bldg., 1905, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,281 MUTUAL ST ,633-86,"Semi-detached House, 1863, for J. Blaikie & W. Alexander;includes the property formerly known as 372 Jarvis St; #400 alt. 1899 for J. Ryrie, Burke & Horwood; 404 alt. 1882 for M. Irish -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY",1102
,,Part IV,380 JARVIS ST ,120-76,"Northfield, Mowat House, 1856, now known as 400 Jarvis St. -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on March 31, 1976",1102
,,Part IV,372 JARVIS ST ,120-76,"Northfield, Mowat House, 1856, now known as 400 Jarvis St. -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on March 31, 1976",1102
,,Part IV,372 JARVIS ST ,633-86,"Semi-detached House, 1863, for J. Blaikie & W. Alexander;includes the property formerly known as 372 Jarvis St; #400 alt. 1899 for J. Ryrie, Burke & Horwood; 404 alt. 1882 for M. Irish -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY",1102
,,Part IV,350 JARVIS ST ,633-86,"Semi-detached House, 1863, for J. Blaikie & W. Alexander;includes the property formerly known as 372 Jarvis St; #400 alt. 1899 for J. Ryrie, Burke & Horwood; 404 alt. 1882 for M. Irish -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY",1102
,,Listed,128 EAST LIBERTY ST ,,"Liberty Storage Warehouse, 1929, Kaplan and Sprachman Architects, incorporating part of Central Prison Paint Shop, c.1879, attr. Kivas Tully Provincial Architect; adopted by City Council on Jan 31, Feb 1 & 2, 2006",1101
,,Part IV,11 HUBBARD BLVD ,1010-2017,"Listing adopted by City Council on June 8, 2010.  Council stated its intention to designate 9 Hubbard Blvd. February 19 and 20, 2014.  Designation By-law 1010-2017 enacted by City Council October 4, 2017.",1102
,,Part IV,7 HUBBARD BLVD ,47-2015,"Adopted by City Council on June 8, 2010.  Council stated its intention to designate 5 Hubbard Blvd. February 19 and 20, 2014.  Designation by-law 47-2015 enacted and passed December 11, 2014.",1102
,,Part IV,3 HUBBARD BLVD ,1003-2017,"Listing adopted by City Council on June 8, 2010.  Council stated its intention to designate June 10, 11, 12, &13, 2014.  Designation By-law 1003-2017 enacted by City Council October 4, 2017.",1102
,,Part IV,160 PRINCES BLVD ,392-2009,"Exhibition Pl.: Automotive Bldg.; 1929; Douglas Kertland -adopted by City Council on June 20, 1973; Intention to Designate March 5, 2008.  Designation By-law enacted by City Council on April 6, 2009.",1102
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Shrine Peace Memorial; 1930; Charles Keck, Sculptor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Bandshell 1936, Craig & Madill -adopted by City Council on June 20, 1973",1101
,,Listed,160 PRINCES BLVD ,,Exhibition Place; Canada's Sports Hall of Fame (also formerly known as the Hockey Hall of Fame) - See 2 Strachan Avenue,1101
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Princess Margaret Fountain; 1958; Design Craft, fountain designers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,160 PRINCES BLVD ,459-93,"Exhibition Pl.; Government, Bldg., c.1912, G.W. Gouinlock, now Arts & Crafts Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY City Council on August 30, 1993",1102
,,Listed,160 PRINCES BLVD ,,"CNE Flagpole; 1977, Works Department, Municipality of Metropolitan Toronto, contractor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Carlsberg Carillon; 1974; R.G. Watson Company, consulting engineers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,160 PRINCES BLVD ,254-96,"Exhibition Pl.; Coliseum, 1922 G.W.F. Price; annexes 1926, including the Cattle Building by J.J. Woolnough, City Architect -adopted by City Council on June 20, 1973 -Designation By-Law Passed by City Council on May 21, 1996",1102
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Dufferin Gate; 1959; Philip R. Brook, architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Firehall, c.1912, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,160 PRINCES BLVD ,392-2009,"Exhibition Pl.; Horticultural Bldg., 1907, G.W. Gouinlock -adopted by City Council on June 20, 1973",1102
,,Part IV,160 PRINCES BLVD ,821-88,"Exhibition Pl.; Horse Palace, 1931, J.J. Woolnough, City Architect -adopted by City Council on Jan. 22, 1979 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on September 15, 1988",1102
,,Part IV,160 PRINCES BLVD ,541-86,"Exhibition Pl.; Ontario Government Building; 1926, Chapman and Oxley, later known as the Carlsberg Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 11, 1986",1102
,,Listed,160 PRINCES BLVD ,,"Better Living Centre; 1962; Marani, Morris and Allan, architects, (originally known as the Home Furnishings and Appliance Centre -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Food Products Building; 1954; Richard A. Fisher, project architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Fort Rouille Site (archaeological); 1750-1751 -adopted by City Council on July 24 and 25, 1995",1101
,,Intention,160 PRINCES BLVD ,------,"Exhibition Pl.; Hockey Hall of Fame and Canada's Sports Hall of Fame; 1960-61, west wing; 1966-1967 east wing; Allward and Gouinlock, architects -adopted by City Council on May 3 and 4, 1993; Heritage Easement Agreement AT1080990 registered on March 7, 20",1106
,,Part IV,160 PRINCES BLVD ,445-87,"Exhibition Pl.; Princes' Gates, 1926-27, Chapman & Oxley, Sculpture by Charles D. McKechnie -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 15, 1987",1102
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Queen Elizabeth Building; 1956-57; Page and Steele, architects -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,160 PRINCES BLVD ,443-85,"Exhibition Pl.; Railways Bldg., 1908, G.W. Gouinlock, now Music Bldg., -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 17, 1985",1102
,,Part IV,160 PRINCES BLVD ,188-99,"Exhibition Pl.; Stanley Barracks, now Marine Museum, 1841, Royal Engineers -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 15, 1999",1102
,,Part IV,160 PRINCES BLVD ,540-86,"John Scadding Cabin, 1794; moved to present location in 1879 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on August 11, 1986",1102
,,Listed,160 PRINCES BLVD ,,"Exhibition Pl.; Press Bldg., 1905, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,140 PRINCES BLVD ,392-2009,"Exhibition Pl.: Automotive Bldg.; 1929; Douglas Kertland -adopted by City Council on June 20, 1973; Intention to Designate March 5, 2008.  Designation By-law enacted by City Council on April 6, 2009.",1102
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Shrine Peace Memorial; 1930; Charles Keck, Sculptor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Bandshell 1936, Craig & Madill -adopted by City Council on June 20, 1973",1101
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Princess Margaret Fountain; 1958; Design Craft, fountain designers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,140 PRINCES BLVD ,459-93,"Exhibition Pl.; Government, Bldg., c.1912, G.W. Gouinlock, now Arts & Crafts Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY City Council on August 30, 1993",1102
,,Listed,140 PRINCES BLVD ,,"CNE Flagpole; 1977, Works Department, Municipality of Metropolitan Toronto, contractor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Carlsberg Carillon; 1974; R.G. Watson Company, consulting engineers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,140 PRINCES BLVD ,254-96,"Exhibition Pl.; Coliseum, 1922 G.W.F. Price; annexes 1926, including the Cattle Building by J.J. Woolnough, City Architect -adopted by City Council on June 20, 1973 -Designation By-Law Passed by City Council on May 21, 1996",1102
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Dufferin Gate; 1959; Philip R. Brook, architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Firehall, c.1912, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,140 PRINCES BLVD ,392-2009,"Exhibition Pl.; Horticultural Bldg., 1907, G.W. Gouinlock -adopted by City Council on June 20, 1973",1102
,,Part IV,140 PRINCES BLVD ,821-88,"Exhibition Pl.; Horse Palace, 1931, J.J. Woolnough, City Architect -adopted by City Council on Jan. 22, 1979 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on September 15, 1988",1102
,,Part IV,140 PRINCES BLVD ,541-86,"Exhibition Pl.; Ontario Government Building; 1926, Chapman and Oxley, later known as the Carlsberg Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 11, 1986",1102
,,Listed,140 PRINCES BLVD ,,"Better Living Centre; 1962; Marani, Morris and Allan, architects, (originally known as the Home Furnishings and Appliance Centre -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Food Products Building; 1954; Richard A. Fisher, project architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Fort Rouille Site (archaeological); 1750-1751 -adopted by City Council on July 24 and 25, 1995",1101
,,Intention,140 PRINCES BLVD ,------,"Exhibition Pl.; Hockey Hall of Fame and Canada's Sports Hall of Fame; 1960-61, west wing; 1966-1967 east wing; Allward and Gouinlock, architects -adopted by City Council on May 3 and 4, 1993; Heritage Easement Agreement AT1080990 registered on March 7, 20",1106
,,Part IV,140 PRINCES BLVD ,445-87,"Exhibition Pl.; Princes' Gates, 1926-27, Chapman & Oxley, Sculpture by Charles D. McKechnie -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 15, 1987",1102
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Queen Elizabeth Building; 1956-57; Page and Steele, architects -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,140 PRINCES BLVD ,443-85,"Exhibition Pl.; Railways Bldg., 1908, G.W. Gouinlock, now Music Bldg., -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 17, 1985",1102
,,Part IV,140 PRINCES BLVD ,188-99,"Exhibition Pl.; Stanley Barracks, now Marine Museum, 1841, Royal Engineers -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 15, 1999",1102
,,Part IV,140 PRINCES BLVD ,540-86,"John Scadding Cabin, 1794; moved to present location in 1879 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on August 11, 1986",1102
,,Listed,140 PRINCES BLVD ,,"Exhibition Pl.; Press Bldg., 1905, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Listed,18 KIMBERLEY AVE ,,"Coach House - Part of 16 Kimberley Av., 1889, listed only - adopted by City Council on july 22, 2005",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - The Gate Lodge; Centre Island (Chippawa Cottage) -adopted by City Council on July 2, 1974",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Boathouse (Annex) ""locker rooms for single men"" Centre Island -adopted by City Council on July 2, 1974",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on July 2, 1974",1101
,,Listed,407 BLOOR ST E,,"Stores and offices; 1928, N.A. Armstrong, (was known as Hooper's Drugs). Adopted by City Council on July14, 1983.",1101
,,Part IV,10 TURNTABLE CRES ,258-2008; 1415-2012; 165-2013,"Canada Foundry Company Warehouse (des) Office Building & Powerhouse (listed); adopted by City Council on July 20, 21, 22, 2004; Designation by-law enacted by City Council on March 31, 2008, HEA AT1015675",1102
,,Part IV,21 FOUNDRY AVE ,258-2008; 1415-2012; 165-2013,"Canada Foundry Company Warehouse (des) Office Building & Powerhouse (listed); adopted by City Council on July 20, 21, 22, 2004; Designation by-law enacted by City Council on March 31, 2008, HEA AT1015675",1102
,,Part IV,60 PRINCE EDWARD IS CRES ,392-2009,"Exhibition Pl.: Automotive Bldg.; 1929; Douglas Kertland -adopted by City Council on June 20, 1973; Intention to Designate March 5, 2008.  Designation By-law enacted by City Council on April 6, 2009.",1102
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Shrine Peace Memorial; 1930; Charles Keck, Sculptor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Bandshell 1936, Craig & Madill -adopted by City Council on June 20, 1973",1101
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Princess Margaret Fountain; 1958; Design Craft, fountain designers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,60 PRINCE EDWARD IS CRES ,459-93,"Exhibition Pl.; Government, Bldg., c.1912, G.W. Gouinlock, now Arts & Crafts Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY City Council on August 30, 1993",1102
,,Listed,60 PRINCE EDWARD IS CRES ,,"CNE Flagpole; 1977, Works Department, Municipality of Metropolitan Toronto, contractor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Carlsberg Carillon; 1974; R.G. Watson Company, consulting engineers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,60 PRINCE EDWARD IS CRES ,254-96,"Exhibition Pl.; Coliseum, 1922 G.W.F. Price; annexes 1926, including the Cattle Building by J.J. Woolnough, City Architect -adopted by City Council on June 20, 1973 -Designation By-Law Passed by City Council on May 21, 1996",1102
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Dufferin Gate; 1959; Philip R. Brook, architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Firehall, c.1912, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,60 PRINCE EDWARD IS CRES ,392-2009,"Exhibition Pl.; Horticultural Bldg., 1907, G.W. Gouinlock -adopted by City Council on June 20, 1973",1102
,,Part IV,60 PRINCE EDWARD IS CRES ,821-88,"Exhibition Pl.; Horse Palace, 1931, J.J. Woolnough, City Architect -adopted by City Council on Jan. 22, 1979 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on September 15, 1988",1102
,,Part IV,60 PRINCE EDWARD IS CRES ,541-86,"Exhibition Pl.; Ontario Government Building; 1926, Chapman and Oxley, later known as the Carlsberg Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 11, 1986",1102
,,Listed,60 PRINCE EDWARD IS CRES ,,"Better Living Centre; 1962; Marani, Morris and Allan, architects, (originally known as the Home Furnishings and Appliance Centre -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Food Products Building; 1954; Richard A. Fisher, project architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Fort Rouille Site (archaeological); 1750-1751 -adopted by City Council on July 24 and 25, 1995",1101
,,Intention,60 PRINCE EDWARD IS CRES ,------,"Exhibition Pl.; Hockey Hall of Fame and Canada's Sports Hall of Fame; 1960-61, west wing; 1966-1967 east wing; Allward and Gouinlock, architects -adopted by City Council on May 3 and 4, 1993; Heritage Easement Agreement AT1080990 registered on March 7, 20",1106
,,Part IV,60 PRINCE EDWARD IS CRES ,445-87,"Exhibition Pl.; Princes' Gates, 1926-27, Chapman & Oxley, Sculpture by Charles D. McKechnie -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 15, 1987",1102
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Queen Elizabeth Building; 1956-57; Page and Steele, architects -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,60 PRINCE EDWARD IS CRES ,443-85,"Exhibition Pl.; Railways Bldg., 1908, G.W. Gouinlock, now Music Bldg., -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 17, 1985",1102
,,Part IV,60 PRINCE EDWARD IS CRES ,188-99,"Exhibition Pl.; Stanley Barracks, now Marine Museum, 1841, Royal Engineers -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 15, 1999",1102
,,Part IV,60 PRINCE EDWARD IS CRES ,540-86,"John Scadding Cabin, 1794; moved to present location in 1879 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on August 11, 1986",1102
,,Listed,60 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Press Bldg., 1905, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,50 PRINCE EDWARD IS CRES ,392-2009,"Exhibition Pl.: Automotive Bldg.; 1929; Douglas Kertland -adopted by City Council on June 20, 1973; Intention to Designate March 5, 2008.  Designation By-law enacted by City Council on April 6, 2009.",1102
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Shrine Peace Memorial; 1930; Charles Keck, Sculptor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Bandshell 1936, Craig & Madill -adopted by City Council on June 20, 1973",1101
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Princess Margaret Fountain; 1958; Design Craft, fountain designers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,50 PRINCE EDWARD IS CRES ,459-93,"Exhibition Pl.; Government, Bldg., c.1912, G.W. Gouinlock, now Arts & Crafts Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY City Council on August 30, 1993",1102
,,Listed,50 PRINCE EDWARD IS CRES ,,"CNE Flagpole; 1977, Works Department, Municipality of Metropolitan Toronto, contractor -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Carlsberg Carillon; 1974; R.G. Watson Company, consulting engineers -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,50 PRINCE EDWARD IS CRES ,254-96,"Exhibition Pl.; Coliseum, 1922 G.W.F. Price; annexes 1926, including the Cattle Building by J.J. Woolnough, City Architect -adopted by City Council on June 20, 1973 -Designation By-Law Passed by City Council on May 21, 1996",1102
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Dufferin Gate; 1959; Philip R. Brook, architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Firehall, c.1912, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Part IV,50 PRINCE EDWARD IS CRES ,392-2009,"Exhibition Pl.; Horticultural Bldg., 1907, G.W. Gouinlock -adopted by City Council on June 20, 1973",1102
,,Part IV,50 PRINCE EDWARD IS CRES ,821-88,"Exhibition Pl.; Horse Palace, 1931, J.J. Woolnough, City Architect -adopted by City Council on Jan. 22, 1979 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on September 15, 1988",1102
,,Part IV,50 PRINCE EDWARD IS CRES ,541-86,"Exhibition Pl.; Ontario Government Building; 1926, Chapman and Oxley, later known as the Carlsberg Bldg. -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 11, 1986",1102
,,Listed,50 PRINCE EDWARD IS CRES ,,"Better Living Centre; 1962; Marani, Morris and Allan, architects, (originally known as the Home Furnishings and Appliance Centre -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Food Products Building; 1954; Richard A. Fisher, project architect -adopted by City Council on May 3 and 4, 1993",1101
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Fort Rouille Site (archaeological); 1750-1751 -adopted by City Council on July 24 and 25, 1995",1101
,,Intention,50 PRINCE EDWARD IS CRES ,------,"Exhibition Pl.; Hockey Hall of Fame and Canada's Sports Hall of Fame; 1960-61, west wing; 1966-1967 east wing; Allward and Gouinlock, architects -adopted by City Council on May 3 and 4, 1993; Heritage Easement Agreement AT1080990 registered on March 7, 20",1106
,,Part IV,50 PRINCE EDWARD IS CRES ,445-87,"Exhibition Pl.; Princes' Gates, 1926-27, Chapman & Oxley, Sculpture by Charles D. McKechnie -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 15, 1987",1102
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Queen Elizabeth Building; 1956-57; Page and Steele, architects -adopted by City Council on May 3 and 4, 1993",1101
,,Part IV,50 PRINCE EDWARD IS CRES ,443-85,"Exhibition Pl.; Railways Bldg., 1908, G.W. Gouinlock, now Music Bldg., -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 17, 1985",1102
,,Part IV,50 PRINCE EDWARD IS CRES ,188-99,"Exhibition Pl.; Stanley Barracks, now Marine Museum, 1841, Royal Engineers -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 15, 1999",1102
,,Part IV,50 PRINCE EDWARD IS CRES ,540-86,"John Scadding Cabin, 1794; moved to present location in 1879 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on August 11, 1986",1102
,,Listed,50 PRINCE EDWARD IS CRES ,,"Exhibition Pl.; Press Bldg., 1905, G.W. Gouinlock -adopted by City Council on June 20, 1973",1101
,,Listed,2666 MIDLAND AVE ,,Agincourt House,1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Boathouse ""locker rooms for single men"", Centre Island -adopted by City Council on July 2, 1974",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on June 20, 1973",1101
,,Listed,1 SOUTH ISLAND  ,,"R.C.Y.C. - The Gate Lodge; Centre Island -adopted by City Council on June 20, 1973",1101
,,Listed,304 HILLSDALE AVE E,,"Included on the Heritage Register by City Council on October 2, 2017.  
Midtown in Focus - Phase 1
",1101
,,Part V,278 QUEEN ST W,979-2007,"Pair of shops; 1877-1878 -adopted by City Council on Dec. 10, 1975; 
DESTROYED by fire in 2005",1103
,,Part V,6 ROWANWOOD AVE ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Listed,589 ADELAIDE ST W,,"Old St. Mary's Separate School; 1877, G.H. Lalor - formerly 135 Bathurst St, adopted by City Council on Aug. 8 & 11, 1983.",1101
